url,name,status,kind,reason,startup,ratio,kbps,declared_kbps,n_variants,res,target,window,endlist,attempts_a,attempts_b,score,channel,cc
http://66.102.126.10:8000/play/a076/index.m3u8,Colors Cineplex HD (1080p),DEAD,,timeout,,,,,,,,,,2,0,0.0,ColorsCineplex.in,in
https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/ColorsGujarati.m3u8,Colors Gujarati (396p),OK,hls,,0.18,66.22,1988,1928,2,704x396,12,32.0,0,1,1,102.2,ColorsGujarati.in,in
http://66.102.126.10:8000/play/a00a/index.m3u8,Colors HD (1080p),DEAD,,timeout,,,,,,,,,,2,0,0.0,Colors.in,in
http://66.102.126.10:8000/play/a014/index.m3u8,Colors Infinity HD (1080p),DEAD,,timeout,,,,,,,,,,2,0,0.0,ColorsInfinity.in,in
https://da86m1sqpm3o0.cloudfront.net/28072023/smil:colorskannadahd1.smil/playlist.m3u8,Colors Kannada HD (1080i),OK,hls,,0.52,28.28,2338,2628,2,1280x720,12,32.0,0,1,1,98.5,ColorsKannada.in,in
https://da86m1sqpm3o0.cloudfront.net/28072023/smil:colorsmarathihd.smil/playlist.m3u8,Colors Marathi HD (720p),OK,hls,,0.49,28.91,2639,2628,2,1280x720,4,32.0,0,1,1,99.1,ColorsMarathi.in,in
https://da86m1sqpm3o0.cloudfront.net/28072023/smil:colorsme.smil/playlist.m3u8,Colors MENA HD (720p),OK,hls,,0.4,29.73,2480,2628,2,1280x720,5,32.0,0,1,1,100.7,ColorsMENA.in,in
https://manatv.akamaized.net/090823/smil:ristheyamerica.smil/playlist.m3u8,Colors Rishtey Americas (396p),OK,hls,,0.57,9.92,1983,1928,4,704x396,4,32.0,0,1,1,86.2,ColorsRishteyAmericas.in,in
https://da86m1sqpm3o0.cloudfront.net/28072023/smil:colorstamilhd11.smil/playlist.m3u8,Colors Tamil HD (720p),OK,hls,,0.38,25.74,2841,2628,2,1280x720,10,32.0,0,1,1,99.7,ColorsTamil.in,in
https://5eac7b031d945.streamlock.net/COLOSAL/COLOSAL/playlist.m3u8,Colosal TV,OK,hls,,3.39,4.03,3811,5144,1,1920x1080,11,30.0,0,1,1,33.2,ColosalTV.cr,cr
https://cdn.streamnet.pro/columnatv/live/playlist.m3u8,Columna TV,SLOW,hls,,5.41,2.82,1747,1760,1,1280x720,11,30.0,0,1,2,18.3,ColumnaTV.ro,ro
https://dfr80qz435crc.cloudfront.net/EFGH/Amagi/NewCo/New_Brasil_BR/New_Brasil.m3u8,COM Brasil (720p),OK,hls,,0.32,76.66,3297,3712,4,1920x1080,7,60.1,0,1,1,105.2,COMBrasil.br,br
http://143.14.134.107/167/index.m3u8,Combate (720p),DEAD,,http_403,,,,,,,,,,1,0,0.0,Combate.br,br
https://jmp2.uk/plu-68de3db35fc0afe85de0b843.m3u8,Comedia a lo bestia de Pluto TV,OK,hls,,0.36,36.13,2761,3063,3,,5,25.0,0,1,1,96.6,ComediaalobestiadePlutoTV.de,de
https://ma.anixa.tv/clips/stream/comedy_central/playlist.php,Comedy Central,OK,hls,,1.58,3.24,764,,1,,9,36.7,0,1,1,50.5,ComedyCentral.de,de
https://saruman1.tharen1.cfd/comedi/usergenrx7zo1kr.m3u8,Comedy Central,OK,hls,,0.54,42.72,1731,1890,1,,10,120.0,0,1,1,85.9,ComedyCentral.ro,ro
https://jmp2.uk/plu-61c0989431084d0007eab12d.m3u8,Comedy Central (720p),OK,hls,,1.15,27.6,2681,3063,3,,5,25.0,0,1,1,83.5,ComedyCentral.se,se
https://jmp2.uk/plu-61c0b550e0d3a700072b6a2a.m3u8,Comedy Central,OK,hls,,1.04,29.5,2290,3063,3,,5,25.0,0,1,1,85.7,ComedyCentral.se,se
https://jmp2.uk/plu-64f8a408bd341e000818fcda.m3u8,Comedy Central,OK,hls,,1.02,34.57,2465,3063,3,,5,25.0,0,1,1,86.7,ComedyCentral.us,us
http://23.237.104.106:8080/USA_COMEDY_CENTRAL/index.m3u8,Comedy Central (1080p),DEAD,,http_404,,,,,,,,,,1,0,0.0,ComedyCentral.us,us
https://jmp2.uk/plu-64f8a949f5b5e4000862467c.m3u8,Comedy Central Animation,OK,hls,,0.96,63.66,2597,3063,3,,5,25.0,0,1,1,87.6,ComedyCentralAnimation.us,us
https://jmp2.uk/plu-5cf96dad1652631e36d43320.m3u8,Comedy Central en español,OK,hls,,0.41,49.09,2530,3063,3,,5,25.0,0,1,1,95.8,ComedyCentralenEspanol.us,us
http://15.204.246.24:8080/ComedyCentralHD/index.m3u8,Comedy Central Latin America (1080p),OK,hls,,0.04,193.76,2489,2650,1,1920x1080,6,22.5,0,1,1,97.4,ComedyCentralLatinAmerica.us,us
https://jmp2.uk/plu-5f357e91b18f0b00073583d2.m3u8,Comedy Central Pluto TV,OK,hls,,1.03,45.45,2650,3063,3,,5,25.0,0,1,1,86.5,ComedyCentralPlutoTV.us,us
https://jmp2.uk/plu-5ffcc21a432945000762d06b.m3u8,Comedy Central Pluto TV,OK,hls,,0.37,69.13,2757,3063,3,,5,25.0,0,1,1,96.4,ComedyCentralPlutoTV.us,us
https://jmp2.uk/plu-5ca671f215a62078d2ec0abf.m3u8,Comedy Central Pluto TV,OK,hls,,0.22,92.8,2549,3063,3,,5,25.0,0,1,1,98.7,ComedyCentralPlutoTV.us,us
https://jmp2.uk/plu-6641fd41b18d700008e7e2b8.m3u8,Comedy Central Roast,OK,hls,,0.93,51.92,2671,3063,3,,5,25.0,0,1,1,88.0,ComedyCentralRoast.se,se
https://jmp2.uk/plu-60c716084d842c00085f6e64.m3u8,Comedy Central South Park,OK,hls,,0.31,31.75,2273,3063,3,,5,25.0,0,1,1,97.3,ComedyCentralSouthPark.de,de
https://jmp2.uk/plu-609ae66b359b270007869ff1.m3u8,Comedy Central South Park,OK,hls,,1.0,37.85,2061,3063,3,,5,23.2,0,1,1,87.0,ComedyCentralSouthPark.us,us
https://jmp2.uk/plu-609ae5cd48d3200007b0a98e.m3u8,Comedy Central South Park,OK,hls,,0.18,83.9,2522,3063,3,,5,25.0,0,1,1,99.3,ComedyCentralSouthPark.us,us
https://comedydynamics-plex-ingest.cinedigm.com/playlist.m3u8,Comedy Dynamics (1080p),DEAD,,tls,,,,,,,,,,1,0,4.0,ComedyDynamics.us,us
https://stream1.antenaplay.ro/live/ComedyPlay/chunklist.m3u8,Comedy Play (576i),OK,hls,,2.23,5.6,1233,,1,,20,70.0,0,1,1,45.5,ComedyPlay.ro,ro
http://31.146.5.178:8087/play/a00b/index.m3u8,Comedy TV,DEAD,,timeout,,,,,,,,,,2,0,0.0,ComedyTV.ge,ge
https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=16960,Comercio TV (1080p),OK,hls,,1.0,17.53,4856,5358,5,1920x1080,7,60.1,0,1,1,89.8,ComercioTV.us,us
https://fast-channels.sinclairstoryline.com/COMET/index.m3u8,Comet (1080p),OK,hls,,0.46,16.29,2558,6011,4,1920x1080,2,60.1,0,1,1,97.3,Comet.us,us
https://5929b138b139d.streamlock.net/CompanyTV/smil:CompanyTV.smil/master.m3u8,Company TV (720p),OK,hls,,1.92,2.65,4223,1428,2,1280x720,3,24.0,0,1,2,57.0,CompanyTV.it,it
https://stream.blserver.cl/hls/ctv/index.m3u8,Concepcion TV (720p),OK,hls,,2.36,2.28,3311,3112,1,1920x1080,3,46.0,0,1,2,43.7,ConcepcionTV.cl,cl
https://jmp2.uk/plu-6868152657543d1f8be4ece3.m3u8,Concert Channel (720p),OK,hls,,0.93,83.82,844,3063,3,,5,25.0,0,1,1,88.0,ConcertChannel.us,us
https://concordca.cablecast.tv/live/stream-2/live.m3u8,Concord TV (Concord CA) (720p),OK,hls,,0.48,49.53,2040,2410,3,1920x1080,10,100.0,0,1,1,102.8,ConcordTV.us,us
https://5d8d85cf2c308.streamlock.net:1936/Condavision/endirecto/playlist.m3u8,Condavisión (1080p) [Not 24/7],DEAD,,tls,,,,,,,,,,1,0,4.0,Condavision.es,es
https://live.obslivestream.com/conecta2/index.m3u8,Conecta2TV (720p) [Not 24/7],OK,hls,,0.78,13.07,1883,1890,1,1280x720,7,23.4,0,1,1,79.9,Conecta2TV.pe,pe
https://adylnet.streampool.net/10324/live/hls/Conecta/index.m3u8,Conecta Mais TV (720p),OK,hls,,3.22,4.64,4946,4870,1,1920x1038,11,40.0,0,1,1,36.7,ConectaMaisTV.br,br
https://stream8.mexiserver.com:19360/conectatvx/conectatvx.m3u8,Conecta TV (720p),OK,hls,,0.6,6.51,2264,,1,,8,27.8,0,1,1,71.2,ConectaTV.mx,mx
https://cdn.oktvus.com/ConectadoConDios/tracks-v2a1/mono.ts.m3u8,Conectados con Dios,OK,hls,,0.72,10.7,1390,,1,,7,24.0,0,1,1,73.7,ConectadosconDios.gt,gt
https://stream01.msolutionbrasil.com.br/hls/conectv/live.m3u8,ConecTV Brasil (720p),OK,hls,,0.47,50.36,3184,,1,,16,48.0,0,1,1,87.0,ConecTVBrasil.br,br
https://5a57bda70564a.streamlock.net/conexaotv/conexaotv.sdp/playlist.m3u8,Conexão TV (720p),DEAD,,http_403,,,,,,,,,,1,0,4.0,ConexaoTV.br,br
https://tvstream.conexionpositivaradio.com/memfs/69239c4d-4116-4f4f-b065-bf17e81b1411.m3u8,Conexion Positiva Television,OK,hls,,1.45,2.6,5305,5711,1,1920x1080,2,12.0,0,1,1,58.5,ConexionPositivaTelevision.cr,cr
https://radio.congoplanet.com/Congo_Planet_TV.sdp/Congo_Planet_TV/playlist.m3u8,Congo Planet Télévision (1080p) [Not 24/7],DEAD,,timeout,,,,,,,,,,2,0,4.0,CongoPlanetTelevision.cd,cd
https://congresodirecto.akamaized.net/hls/live/2038274/canal1/master.m3u8,Congreso de los Diputados 1 (360p) [Not 24/7],DEAD,hls,media_http_404,,,,1296,1,640x360,,,,1,1,6.7,CongresodelosDiputados1.es,es
https://congresodirecto.akamaized.net/hls/live/2038275/canal2/master.m3u8,Congreso de los Diputados 2 (360p) [Not 24/7],DEAD,hls,media_http_404,,,,1296,1,640x360,,,,1,1,6.7,CongresodelosDiputados2.es,es
https://congresodirecto.akamaized.net/hls/live/2038276/canal3/master.m3u8,Congreso de los Diputados 3 (360p) [Not 24/7],DEAD,hls,media_http_404,,,,1296,1,640x360,,,,1,1,6.7,CongresodelosDiputados3.es,es
https://congresodirecto.akamaized.net/hls/live/2038277/canal4/master.m3u8,Congreso de los Diputados 4 (360p) [Not 24/7],DEAD,hls,media_http_404,,,,1296,1,640x360,,,,1,1,6.7,CongresodelosDiputados4.es,es
https://congresodirecto.akamaized.net/hls/live/2038278/canal5/master.m3u8,Congreso de los Diputados 5 (360p) [Not 24/7],DEAD,hls,media_http_404,,,,1296,1,640x360,,,,1,1,6.7,CongresodelosDiputados5.es,es
https://live20.bozztv.com/akamaissh101/ssh101/ctv8hd/playlist.m3u8,ConstanzaTV (1080p) [Not 24/7],OK,hls,,0.41,14.44,2703,2693,1,1920x1080,5,24.0,0,1,1,89.0,ConstanzaTV.do,do
http://stream.mcquack.net/449/index.m3u8,Continent E (1080p),OK,hls,,1.98,3.35,3835,3920,1,1920x1080,5,20.0,0,1,1,48.8,ContinentE.ua,ua
https://unlimited6-cl.dps.live/cm/cm.smil/playlist.m3u8,Contivision (720p),DEAD,,http_404,,,,,,,,,,1,0,4.0,Contivision.cl,cl
https://reflect-contra-costa.cablecast.tv/live-7/live/live.m3u8,Contra Costa College TV [Geo-blocked],DEAD,other,not_playlist:application/vnd.apple.mpegurl,,,,,,,,,,1,0,4.0,ContraCostaTV.us,us
https://live.obslivestream.com/controversiatv/index.m3u8,Controversia TV (720p) [Not 24/7],OK,hls,,0.74,16.55,1673,1690,1,1280x720,7,24.9,0,1,1,82.5,ControversiaTV.pe,pe
https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=46,Cooking Panda (576p),OK,hls,,0.7,14.03,2688,2300,5,1280x720,6,60.8,0,1,1,89.7,CookingPanda.us,us
https://live-iptv.cool-channel.com/cool/live-720P.m3u8,Cool Channel,SLOW,hls,,3.84,0.8,2804,,1,,2,32.0,0,1,1,6.4,CoolChannel.th,th
https://live2.tensila.com/cool-v-1.arubara/hls/master.m3u8,Cool FM 98.9 (720p),OK,hls,,0.52,29.03,3667,1500,1,1280x720,8,50.0,0,1,1,90.7,CoolFM989.aw,aw
https://stream.nasatv.com.mk/cooltv/hls/cooltv_live.m3u8,Cool TV (1080p) [Not 24/7],OK,hls,,2.12,2.47,2729,,1,,5,23.7,0,1,1,40.0,CoolTV.mk,mk
https://unlimited1-cl-isp.dps.live/coopetv/coopetv.smil/playlist.m3u8,Cooperativa (720p),OK,hls,,3.99,2.17,4340,4135,4,1920x1080,5,15.0,0,1,1,26.9,Cooperativa.cl,cl
https://a7d6af1c184e465db4f39316a5181c1f.mediatailor.us-east-1.amazonaws.com/v1/master/0fb304b2320b25f067414d481a779b77db81760d/RakutenTV-eu_COPS/playlist.m3u8,COPS,OK,hls,,0.34,86.55,3113,3072,3,1280x720,6,60.3,0,1,1,102.2,Cops.us,us
https://langleyproductions-cops-2-eu.rakuten.wurl.tv/playlist.m3u8,Cops (720p),OK,hls,,0.27,89.2,3113,3072,3,1280x720,6,60.3,0,1,1,103.3,Cops.us,us
https://ctv.icopts.app/CTV/index.fmp4.m3u8,Coptic TV (720p) [Not 24/7],OK,hls,,1.9,3.8,4064,4980,1,1920x1080,5,20.0,0,1,1,55.1,CopticTV.eg,eg
https://hls.tvabierta.net/hls/039.m3u8,Coral 39 (1080p) [Not 24/7],OK,hls,,0.24,46.98,3224,,1,,5,25.0,0,1,1,90.4,Coral39.do,do
https://tv.mediacp.eu:8081/coraltv/index.m3u8,Coral TV (720p),OK,hls,,1.6,5.55,1036,1140,1,1280x720,7,22.7,0,1,1,60.2,CoralTV.bo,bo
https://sistemastr.tropicalmoonmedia.com/live/7FFCFEC3978B68D1A2ED0A38DE96AF76/12.m3u8,Corazon TV,OK,hls,,0.46,39.68,2860,,1,,10,60.0,0,1,1,87.1,CorazonTV.pa,pa
https://itv.streams.ovh:1936/corfuchannel/corfuchannel/playlist.m3u8,Corfu Channel (720p),SLOW,hls,,6.7,1.61,3757,3804,1,1280x720,19,25.0,0,1,1,13.5,CorfuChannel.gr,gr
https://2-fss-1.themediacdn.com/pl_122/206280-3059514-1/playlist.m3u8,Cornerstone TV (720p),OK,hls,,0.38,51.88,3263,3385,1,1280x720,7,16.0,0,1,1,93.6,CornerstoneTV.us,us
https://stream.arcast.net:4443/correadigital/canal12/playlist.m3u8,Correa Radiovision,OK,hls,,1.06,5.1,1480,1647,1,1280x720,6,12.0,0,1,1,67.5,CorreaRadiovision.ar,ar
https://617c5175c970b.streamlock.net:4444/13max2/live13maxtv2026/playlist.m3u8,Corrientes TV,SLOW,hls,,4.68,4.22,1236,1184,1,1280x352,12,31.2,0,1,2,19.1,CorrientesTV.ar,ar
https://streamserver3.seneca.tv/cval_live/cdn_enc_3/master.m3u8,Corts Valencianes (480p) [Not 24/7],DEAD,,timeout,,,,,,,,,,2,0,4.0,CortsValencianes.es,es
https://tv.mediacp.eu:19360/cosmos/cosmos.m3u8,Cosmos Tv,OK,hls,,1.69,6.71,1480,,1,,8,50.0,0,1,1,55.1,CosmosTv.ar,ar
https://canaletaplus.com:3922/live/cosmoslive.m3u8,Cosmos Tv,OK,hls,,1.78,3.18,2375,,1,,4,80.0,0,1,1,47.3,CosmosTv.ar,ar
https://video.hostingcaaguazu.com:19360/cosmostv/cosmostv.m3u8,Cosmos TV (720p),OK,hls,,2.75,2.07,2966,,1,,4,24.0,0,1,1,29.0,CosmosTV.py,py
https://lbgo.bozztv.com/ssh101/ssh101/Cosmovisión/playlist.m3u8,Cosmovision (720p),OK,hls,,0.37,19.33,1516,1507,1,1280x720,4,24.0,0,1,1,89.4,Cosmovision.co,co
https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/costamesa/G0075_002/playlist.m3u8,Costa Mesa's Municipal Access Channel CMTV 3 (720p),OK,hls,,3.15,5.55,2185,2188,1,1280x720,12,30.5,0,1,1,36.9,CMTV.us,us
https://limited31.todostreaming.es/live/noroestetv-livestream.m3u8,Costa Noroeste TV (1080p) [Not 24/7],OK,hls,,1.93,7.71,2911,,1,,12,36.0,0,1,1,52.7,CostaNoroesteTV.es,es
https://video0.rogohosting.com:19360/8006/8006.m3u8,Costa Rica Channel (576p) [Not 24/7],OK,hls,,0.41,10.55,5186,,1,,5,25.0,0,1,1,78.2,CostaRicaChannel.cr,cr
https://irctv.cablecast.tv/live/stream-1/live.m3u8,COStv,OK,hls,,0.76,40.79,2042,2410,3,1920x1080,10,100.0,0,1,1,98.6,COStv.us,us
https://cloudvideo.servers10.com:8081/8030/index.m3u8,Coto Brus TV (720p),OK,hls,,2.31,5.58,1741,1770,1,1920x1080,9,29.9,0,1,1,52.2,CotoBrusTV.cr,cr
http://185.246.209.113/CottageLife/index.m3u8,Cottage Life (720p),DEAD,,connect,,,,,,,,,,2,0,0.0,CottageLife.ca,ca
https://host.streamingnation.live/p/3588/hybrid/play.m3u8,Cotubanama TV (1080p),OK,hls,,0.49,10.71,3065,,1,,5,75.9,0,1,1,77.2,CotubanamaTV.do,do
https://visualradio-rts-couleur3-d.akamaized.net/out/v1/6a1472634ad745f59a9e63ee8adbbc00/index.m3u8,Couleur 3 (720p),DEAD,,http_403,,,,,,,,,,1,0,4.0,Couleur3.ch,ch
https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-courttv-tablo/playlist.m3u8,Court TV (1080p),OK,hls,,0.7,29.18,4181,5058,5,1920x1080,7,54.1,0,1,1,98.7,CourtTV.us,us
https://amg17292-amg17292c1-distrotv-us-4170.playouts.now.amagi.tv/playlist/amg17292-tetonridgellc-tetonridgefast-distrotvus/playlist.m3u8,Cowboy Channel (1080p),OK,hls,,0.39,51.36,4657,6046,5,1920x1080,7,60.0,0,1,1,104.2,TheCowboyChannelCanada.ca,ca
https://v2.tustreaming.cl/coyhaiquetv/index.m3u8,Coyhaique TV (720p),OK,hls,,2.19,4.18,1714,1790,1,1280x720,7,24.7,0,1,1,48.9,CoyhaiqueTV.cl,cl
https://viewmedia7219.bozztv.com/wmedia/viewmedia100/web_019/Stream/playlist.m3u8,Coza TV (576p),OK,hls,,1.18,13.76,1107,1205,2,854x480,6,24.0,0,1,1,80.6,CozaTV.ng,ng
https://tvsen6.aynaott.com/cp24/index.m3u8,CP24 (576p),OK,hls,,3.3,5.48,136,100,1,,10,54.0,0,1,1,29.2,CP24.ca,ca
https://d7z3qjdsxbwoq.cloudfront.net/groupa/live/f9809cea-1e07-47cd-a94d-2ddd3e1351db/live.isml/.m3u8,CPAC (720p),DEAD,,http_503,,,,,,,,,,1,0,4.0,CPACEnglish.ca,ca
https://live.obslivestream.com/crtvmux/index.m3u8,CR Televisión Moyobamba (720p) [Not 24/7],OK,hls,,0.7,14.6,2560,2270,1,1280x720,7,24.0,0,1,1,82.0,CRTelevision.pe,pe
https://jmp2.uk/plu-693ae5660eedebc8d5db6579.m3u8,Crazy Ex-Girlfriend,OK,hls,,3.26,54.79,2551,3063,3,,5,25.0,0,1,1,53.1,CrazyExGirlfriend.se,se
https://jmp2.uk/plu-693ae58fc2d0f38be38df821.m3u8,Crazy Ex-Girlfriend,OK,hls,,1.57,88.74,2551,3063,3,,5,25.0,0,1,1,78.4,CrazyExGirlfriend.se,se
https://jmp2.uk/plu-693ae5b792fad2e93412a2c7.m3u8,Crazy Ex-Girlfriend,OK,hls,,0.95,41.74,2605,3063,3,,5,25.0,0,1,1,87.8,CrazyExGirlfriend.se,se
https://stream.crealatv.com/live.m3u8,CreaLaTV (1080p),OK,hls,,2.31,2.38,4324,4617,1,1920x1080,4,13.8,0,1,2,44.9,CreaLaTV.mx,mx
https://create.lls.pbs.org/index.m3u8,Create (1080p),OK,hls,,0.31,55.34,4126,5313,4,1920x1080,5,120.1,0,1,1,105.3,Create.us,us
https://reflect-creatv.cablecast.tv/live-19/live/live.m3u8,CreaTV Bay Voice TV Channel 27 (San Jose CA) (720p),DEAD,,http_403,,,,,,,,,,1,0,4.0,CreaTVChannel27.us,us
https://reflect-creatv.cablecast.tv/live-14/live/live.m3u8,CreaTV Classrooms Channel 28 (San Jose CA) (720p),DEAD,,http_403,,,,,,,,,,1,0,4.0,CreaTVChannel28.us,us
https://reflect-creatv.cablecast.tv/live-13/live/live.m3u8,CreaTV Community Channel 15 (San Jose CA) (720p),DEAD,,http_403,,,,,,,,,,1,0,4.0,CreaTVChannel15.us,us
https://reflect-creatv.cablecast.tv/live-16/live/live.m3u8,CreaTV The Outlet Channel 30 (San Jose CA) (720p),DEAD,,http_403,,,,,,,,,,1,0,4.0,CreaTVChannel30.us,us
https://651c69fa2ff4e.streamlock.net/ctv/_definst_/livecredo/playlist.m3u8,Credo TV,OK,hls,,1.25,11.43,2239,2279,1,1920x1080,10,30.0,0,1,1,74.3,CredoTV.ro,ro
http://live.streams.ovh:1935/tvcreta/tvcreta/playlist.m3u8,Creta (540p) [Not 24/7],OK,hls,,2.84,4.11,1395,1397,1,960x540,28,30.7,0,1,1,33.6,TVCreta.gr,gr
https://streams2.sofast.tv/ptnr-yupptv/title-cricketgold/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/b2048bb8-1686-4432-aa50-647245383e0c/manifest.m3u8,Cricket Gold (1080p),OK,hls,,0.71,18.27,4684,5400,5,1920x1080,6,120.1,0,1,1,94.5,CricketGold.au,au
https://jmp2.uk/plu-657880c46e4f6a00087404d0.m3u8,Crime 360 (720p),OK,hls,,0.56,105.93,844,3063,3,,5,25.0,0,1,1,93.6,Crime360.us,us
http://23.237.104.106:8080/USA_CRIME_INVESTIGATION/index.m3u8,Crime + Investigation (720p),OK,hls,,0.73,9.0,3144,3380,1,1280x720,6,21.0,0,1,1,73.4,CrimePlusInvestigation.us,us
http://nmk.ioapk.com:5050/4gtv-live027/index.m3u8,Crime + Investigation Asia (1080p),DEAD,,http_500,,,,,,,,,,1,0,0.0,CrimePlusInvestigationAsia.sg,sg
http://88.212.15.19/live/test_cai_hevc/playlist.m3u8,Crime + Investigation CEE,OK,hls,,1.72,4.06,2468,,1,,6,49.7,0,1,1,46.3,CrimePlusInvestigationCEE.uk,uk
https://afxporigin.telemedia.co.za/afxp/abr_crimeandevidence/playlist.m3u8,Crime and Evidence (720p),DEAD,,timeout,,,,,,,,,,2,0,4.0,CrimeandEvidence.za,za
https://jmp2.uk/plu-64ddcbb14c5ed80008fad416.m3u8,Crimen & Historia (720p),OK,hls,,0.99,65.0,844,3063,3,,5,25.0,0,1,1,87.2,CrimenHistoria.es,es
https://jmp2.uk/plu-5e94cd036cc69d0007e8a1ba.m3u8,Crímenes imperfectos,OK,hls,,1.3,22.37,1245,3063,3,,5,21.0,0,1,1,79.4,CrimenesImperfectos.us,us
https://stream.oursnetworktv.com/latin/CristoTV/playlist.m3u8,Cristo TV (480p),DEAD,,tls,,,,,,,,,,1,0,4.0,CristoTV.gt,gt
https://3a310f6ec721e6b362fcd22772b57f36a2fe6bb2.tabeelcr.com:8080/cristovision31/iptv.m3u8,Cristo Vision Canal 31,OK,hls,,1.56,5.55,1816,,1,,7,35.6,0,1,1,55.4,CristoVisionCanal31.cr,cr
https://5fc584f3f19c9.streamlock.net/cristovision/videocristovision/playlist.m3u8,Cristovision (720p),OK,hls,,1.73,7.56,1234,1240,1,1152x720,24,30.0,0,1,1,60.9,Cristovision.co,co
https://fox.hostlagarto.com:8081/cromtv/tracks-v1a1/mono.m3u8,CromTV (1080p) [Not 24/7],OK,hls,,0.92,13.29,1911,,1,,7,24.1,0,1,1,72.6,CromTV.do,do
https://stmv2.voxtvhd.com.br/crtvchile/crtvchile/playlist.m3u8,CRTV (720p),OK,hls,,0.27,66.4,1776,,1,,6,66.0,0,1,1,90.0,CRTV.cl,cl
http://145.239.5.177/147/index.m3u8,CRTV (576p),DEAD,,http_403,,,,,,,,,,1,0,0.0,CRTV.cm,cm
https://live1.acangroup.org:1929/publiclive/crtv_news/playlist.m3u8,CRTV News,OK,hls,,2.49,5.15,3607,3839,1,1920x1080,10,31.6,0,1,1,48.8,CRTVNews.cm,cm
https://jmp2.uk/plu-65652f7fc0fc88000883537a.m3u8,Crunchyroll (720p),OK,hls,,0.91,130.44,844,3063,3,,5,25.0,0,1,1,88.3,Crunchyroll.us,us
https://reflect-communitytv.cablecast.tv/live-4/live/stream-2/live.m3u8,Cruz TV,OK,hls,,1.02,14.85,1950,2410,3,1920x1080,10,97.3,0,1,1,88.1,CruzTV.us,us
http://media.smc-host.com:1935/csat.tv/smil:csat.smil/playlist.m3u8,CSat TV (1080p) [Not 24/7],OK,hls,,0.3,46.59,2291,1892,1,1920x1080,12,29.5,0,1,1,93.5,CSatTV.us,us
https://jmp2.uk/plu-6525419dc52b3600083db9c3.m3u8,CSI,OK,hls,,0.97,35.42,2668,3063,3,,5,25.0,0,1,1,87.5,CSI.se,se
https://jmp2.uk/plu-5efbd29e4aa26700076c0d06.m3u8,CSI,OK,hls,,0.28,88.74,2693,3063,3,,5,25.0,0,1,1,97.8,CSI.us,us
https://jmp2.uk/plu-604928d54a4f730007ff76bc.m3u8,CSI en Español,OK,hls,,0.33,41.57,2043,3063,3,,5,25.0,0,1,1,97.0,CSIenespanol.us,us
https://jmp2.uk/plu-6304f8d5ffb61000071ab478.m3u8,CSI: Crime Scene Investigation,OK,hls,,2.55,125.55,977,3063,3,,5,23.0,0,1,1,63.8,CSICrimeSceneInvestigation.de,de
https://jmp2.uk/plu-63eb9c5351f5d000085e8d7e.m3u8,CSI: Miami,OK,hls,,0.45,41.2,1946,3063,3,,5,25.0,0,1,1,95.2,CSIMiami.us,us
https://jmp2.uk/plu-63eb9255c111bc0008fe6ec4.m3u8,CSI: Miami,OK,hls,,0.31,65.19,2615,3063,3,,5,25.0,0,1,1,97.3,CSIMiami.us,us
https://jmp2.uk/plu-62f54c11b3af68000702c304.m3u8,CSI: Miami,OK,hls,,1.1,71.91,2886,3063,3,,5,25.0,0,1,1,85.5,CSIMiami.us,us
https://jmp2.uk/plu-632b5950b515b000079e6b81.m3u8,CSI: Miami en español,OK,hls,,0.25,80.7,2568,3063,3,,5,25.0,0,1,1,98.2,CSIMiamienespanol.us,us
https://jmp2.uk/plu-62f54c6439183b000769fb8f.m3u8,CSI: NY,OK,hls,,1.12,60.83,1776,3063,3,,5,25.0,0,1,1,85.2,CSINY.us,us
https://jmp2.uk/plu-632b606e12a67b0007c9e371.m3u8,CSI: NY en español,OK,hls,,0.26,61.05,2591,3063,3,,5,25.0,0,1,1,98.1,CSINYenespanol.us,us
https://cstv.medialivecdn.hu/csurgotv/27725804dc13aa23b3970414524d2dbf.sdp/playlist.m3u8,Csurgo TV (720p),DEAD,,http_403,,,,,,,,,,1,0,4.0,CsurgoTV.hu,hu
http://88.212.15.19/live/test_ct1_25p/playlist.m3u8,ČT 1,OK,hls,,1.68,2.73,3701,,1,,6,50.0,0,1,1,43.5,CT1.cz,cz
http://88.212.15.19/live/test_ct2_25p/playlist.m3u8,ČT 2,OK,hls,,1.9,3.58,3219,,1,,6,50.0,0,1,1,42.5,CT2.cz,cz
http://88.212.15.19/live/test_ct24_hevc/playlist.m3u8,ČT24 (1080p),OK,hls,,1.91,3.52,4315,,1,,6,49.9,0,1,1,42.2,CT24.cz,cz
http://88.212.15.19/live/test_ctsport_25p/playlist.m3u8,ČT Sport (720p),OK,hls,,1.92,3.52,3272,,1,,6,49.9,0,1,1,42.1,CTSport.cz,cz
